image_dir,conv_a,conv_b,conv_c,conv_d,conv_e,conv_f,conv_g,conv_h,is_fridge_corner
./corner_detector_dataset/images/javier_1664326473_3218853.jpg,-8008.0,-5686.0,-7524.0,-5878.0,-146.0,146.0,-1984.0,1984.0,0.0
./corner_detector_dataset/images/javier_1664326473_3518245.jpg,-5541.0,-8537.0,-5451.0,-7989.0,-319.0,319.0,2767.0,-2767.0,0.0
./corner_detector_dataset/images/javier_1664326473_3815746.jpg,-8052.0,-9810.0,-8386.0,-9832.0,178.0,-178.0,1602.0,-1602.0,0.0
./corner_detector_dataset/images/javier_1664326473_4124784.jpg,-9121.0,-9901.0,-9437.0,-10207.0,311.0,-311.0,775.0,-775.0,0.0
./corner_detector_dataset/images/javier_1664326473_4429338.jpg,-9356.0,-10144.0,-9644.0,-10436.0,290.0,-290.0,790.0,-790.0,0.0
./corner_detector_dataset/images/javier_1664326473_4732742.jpg,-9597.0,-10365.0,-9835.0,-10629.0,251.0,-251.0,781.0,-781.0,0.0
./corner_detector_dataset/images/javier_1664326473_5035732.jpg,-9681.0,-7097.0,-10135.0,-7325.0,341.0,-341.0,-2697.0,2697.0,0.0
./corner_detector_dataset/images/javier_1664326473_5333118.jpg,-6211.0,-5855.0,-6381.0,-6279.0,297.0,-297.0,-229.0,229.0,0.0
./corner_detector_dataset/images/javier_1664326473_5651062.jpg,-2662.0,-2892.0,-2460.0,-1922.0,-586.0,586.0,-154.0,154.0,0.0
./corner_detector_dataset/images/javier_1664326473_5930965.jpg,-2365.0,-2753.0,-2315.0,-2641.0,-81.0,81.0,357.0,-357.0,0.0
./corner_detector_dataset/images/javier_1664326473_623037.jpg,-2790.0,-3012.0,-2510.0,-2940.0,-176.0,176.0,326.0,-326.0,0.0
./corner_detector_dataset/images/javier_1664326473_6536894.jpg,-2981.0,-3595.0,-2823.0,-3351.0,-201.0,201.0,571.0,-571.0,0.0
./corner_detector_dataset/images/javier_1664326473_6843286.jpg,-3548.0,-3952.0,-3226.0,-3798.0,-238.0,238.0,488.0,-488.0,0.0
./corner_detector_dataset/images/javier_1664326473_7148638.jpg,-3969.0,-4035.0,-3483.0,-3691.0,-415.0,415.0,137.0,-137.0,0.0
./corner_detector_dataset/images/javier_1664326473_7455335.jpg,-3708.0,-4290.0,-3698.0,-3892.0,-204.0,204.0,388.0,-388.0,0.0
./corner_detector_dataset/images/javier_1664326473_7762897.jpg,-4033.0,-3959.0,-3851.0,-3999.0,-71.0,71.0,37.0,-37.0,0.0
./corner_detector_dataset/images/javier_1664326473_8063908.jpg,-4524.0,-3996.0,-3056.0,-3716.0,-874.0,874.0,66.0,-66.0,0.0
./corner_detector_dataset/images/javier_1664326473_8372517.jpg,-4403.0,-4267.0,-2981.0,-2843.0,-1423.0,1423.0,-137.0,137.0,0.0
./corner_detector_dataset/images/javier_1664326473_8672996.jpg,-3613.0,-4181.0,-3117.0,-2959.0,-859.0,859.0,205.0,-205.0,0.0
./corner_detector_dataset/images/javier_1664326473_8972998.jpg,-3715.0,-5279.0,-3273.0,-4799.0,-461.0,461.0,1545.0,-1545.0,0.0
./corner_detector_dataset/images/javier_1664326473_927372.jpg,-5041.0,-6533.0,-5103.0,-6209.0,-131.0,131.0,1299.0,-1299.0,0.0
./corner_detector_dataset/images/javier_1664326473_9583654.jpg,-5785.0,-4755.0,-6207.0,-4807.0,237.0,-237.0,-1215.0,1215.0,0.0
./corner_detector_dataset/images/javier_1664326473_9892068.jpg,-4416.0,-2568.0,-4050.0,-3058.0,62.0,-62.0,-1420.0,1420.0,0.0
./corner_detector_dataset/images/javier_1664326474_019392.jpg,-3044.0,-3562.0,-2330.0,-3060.0,-608.0,608.0,624.0,-624.0,0.0
./corner_detector_dataset/images/javier_1664326474_04922.jpg,-3877.0,-4617.0,-2511.0,-3745.0,-1119.0,1119.0,987.0,-987.0,0.0
./corner_detector_dataset/images/javier_1664326474_0794072.jpg,-4492.0,-3842.0,-3556.0,-2726.0,-1026.0,1026.0,-740.0,740.0,0.0
./corner_detector_dataset/images/javier_1664326474_1113439.jpg,-3336.0,-2998.0,-2590.0,-2184.0,-780.0,780.0,-372.0,372.0,0.0
./corner_detector_dataset/images/javier_1664326474_1418543.jpg,-3009.0,-3531.0,-2653.0,-2629.0,-629.0,629.0,249.0,-249.0,0.0
./corner_detector_dataset/images/javier_1664326474_1714892.jpg,-3004.0,-4558.0,-3180.0,-4210.0,-86.0,86.0,1292.0,-1292.0,0.0
./corner_detector_dataset/images/javier_1664326474_2017553.jpg,-4114.0,-4956.0,-4378.0,-5188.0,248.0,-248.0,826.0,-826.0,0.0
./corner_detector_dataset/images/javier_1664326474_2320883.jpg,-4929.0,-6305.0,-4719.0,-6421.0,-47.0,47.0,1539.0,-1539.0,0.0
./corner_detector_dataset/images/javier_1664326474_261992.jpg,-6553.0,-8007.0,-6331.0,-7903.0,-163.0,163.0,1513.0,-1513.0,0.0
./corner_detector_dataset/images/javier_1664326474_2925768.jpg,-7823.0,-8067.0,-7175.0,-7773.0,-471.0,471.0,421.0,-421.0,0.0
./corner_detector_dataset/images/javier_1664326474_3212984.jpg,-7700.0,-8082.0,-7294.0,-7480.0,-504.0,504.0,284.0,-284.0,0.0
./corner_detector_dataset/images/javier_1664326474_3527193.jpg,-7838.0,-4594.0,-6638.0,-4278.0,-758.0,758.0,-2802.0,2802.0,0.0
./corner_detector_dataset/images/javier_1664326474_383802.jpg,-4409.0,-7979.0,-3707.0,-6639.0,-1021.0,1021.0,3251.0,-3251.0,0.0
./corner_detector_dataset/images/javier_1664326474_4140992.jpg,-8024.0,-9074.0,-6886.0,-8576.0,-818.0,818.0,1370.0,-1370.0,0.0
./corner_detector_dataset/images/javier_1664326474_444145.jpg,-8684.0,-9796.0,-8022.0,-8750.0,-854.0,854.0,920.0,-920.0,0.0
./corner_detector_dataset/images/javier_1664326474_4749675.jpg,-8714.0,-10166.0,-8868.0,-9592.0,-210.0,210.0,1088.0,-1088.0,0.0
./corner_detector_dataset/images/javier_1664326474_5065656.jpg,-9250.0,-9984.0,-9502.0,-10212.0,240.0,-240.0,722.0,-722.0,0.0
./corner_detector_dataset/images/javier_1664326474_5365553.jpg,-9486.0,-6956.0,-9582.0,-7184.0,162.0,-162.0,-2464.0,2464.0,0.0
./corner_detector_dataset/images/javier_1664326474_566466.jpg,-6213.0,-5759.0,-6163.0,-5819.0,5.0,-5.0,-399.0,399.0,0.0
./corner_detector_dataset/images/javier_1664326474_5984437.jpg,-1988.0,-2266.0,-2304.0,-2598.0,324.0,-324.0,286.0,-286.0,0.0
./corner_detector_dataset/images/javier_1664326474_6271114.jpg,-2310.0,-2554.0,-2484.0,-2840.0,230.0,-230.0,300.0,-300.0,0.0
./corner_detector_dataset/images/javier_1664326474_6569338.jpg,-2638.0,-2720.0,-2626.0,-2884.0,76.0,-76.0,170.0,-170.0,0.0
./corner_detector_dataset/images/javier_1664326474_6865456.jpg,-2980.0,-3106.0,-2478.0,-3072.0,-268.0,268.0,360.0,-360.0,0.0
./corner_detector_dataset/images/javier_1664326474_7174766.jpg,-3403.0,-3435.0,-2599.0,-2909.0,-665.0,665.0,171.0,-171.0,0.0
./corner_detector_dataset/images/javier_1664326474_747679.jpg,-3359.0,-3563.0,-2741.0,-2843.0,-669.0,669.0,153.0,-153.0,0.0
./corner_detector_dataset/images/javier_1664326474_7778502.jpg,-3665.0,-3687.0,-2537.0,-3081.0,-867.0,867.0,283.0,-283.0,0.0
./corner_detector_dataset/images/javier_1664326474_8088284.jpg,-3600.0,-3740.0,-2930.0,-2634.0,-888.0,888.0,-78.0,78.0,0.0
./corner_detector_dataset/images/javier_1664326474_8385515.jpg,-3126.0,-3144.0,-2906.0,-2580.0,-392.0,392.0,-154.0,154.0,0.0
./corner_detector_dataset/images/javier_1664326474_8697667.jpg,-2675.0,-2909.0,-2839.0,-2723.0,-11.0,11.0,59.0,-59.0,0.0
./corner_detector_dataset/images/javier_1664326474_8996747.jpg,-2865.0,-2975.0,-2643.0,-3171.0,-13.0,13.0,319.0,-319.0,0.0
./corner_detector_dataset/images/javier_1664326474_931325.jpg,-3314.0,-4294.0,-2586.0,-3986.0,-518.0,518.0,1190.0,-1190.0,0.0
./corner_detector_dataset/images/javier_1664326474_9611225.jpg,-4810.0,-5830.0,-3766.0,-5202.0,-836.0,836.0,1228.0,-1228.0,0.0
./corner_detector_dataset/images/javier_1664326474_991943.jpg,-5705.0,-4785.0,-4501.0,-3615.0,-1187.0,1187.0,-903.0,903.0,0.0
./corner_detector_dataset/images/javier_1664326475_0224254.jpg,-4007.0,-2869.0,-3791.0,-1999.0,-543.0,543.0,-1465.0,1465.0,0.0
./corner_detector_dataset/images/javier_1664326475_0533972.jpg,-2356.0,-2764.0,-2124.0,-2548.0,-224.0,224.0,416.0,-416.0,0.0
./corner_detector_dataset/images/javier_1664326475_0849125.jpg,-2623.0,-3137.0,-2529.0,-3125.0,-53.0,53.0,555.0,-555.0,0.0
./corner_detector_dataset/images/javier_1664326475_114384.jpg,-2842.0,-3052.0,-3354.0,-2928.0,194.0,-194.0,-108.0,108.0,0.0
./corner_detector_dataset/images/javier_1664326475_1447692.jpg,-2888.0,-1620.0,-2726.0,-2226.0,222.0,-222.0,-884.0,884.0,0.0
./corner_detector_dataset/images/javier_1664326475_1743143.jpg,-1752.0,-3180.0,-2180.0,-2828.0,38.0,-38.0,1038.0,-1038.0,0.0
./corner_detector_dataset/images/javier_1664326475_2035384.jpg,-2856.0,-4254.0,-3322.0,-4760.0,486.0,-486.0,1418.0,-1418.0,0.0
./corner_detector_dataset/images/javier_1664326475_2331967.jpg,-3914.0,-5212.0,-4978.0,-5724.0,788.0,-788.0,1022.0,-1022.0,0.0
./corner_detector_dataset/images/javier_1664326475_2644386.jpg,-5151.0,-5329.0,-4973.0,-6237.0,365.0,-365.0,721.0,-721.0,0.0
./corner_detector_dataset/images/javier_1664326475_2940192.jpg,-6967.0,-6237.0,-4879.0,-6047.0,-1139.0,1139.0,219.0,-219.0,0.0
./corner_detector_dataset/images/javier_1664326475_324365.jpg,-6589.0,-6951.0,-4649.0,-4785.0,-2053.0,2053.0,249.0,-249.0,0.0
./corner_detector_dataset/images/javier_1664326475_3540316.jpg,-6301.0,-7179.0,-4947.0,-5435.0,-1549.0,1549.0,683.0,-683.0,0.0
./corner_detector_dataset/images/javier_1664326475_3852954.jpg,-6041.0,-4135.0,-5963.0,-3027.0,-593.0,593.0,-2421.0,2421.0,0.0
./corner_detector_dataset/images/javier_1664326475_4154778.jpg,-3754.0,-5928.0,-2534.0,-5816.0,-666.0,666.0,2728.0,-2728.0,0.0
./corner_detector_dataset/images/javier_1664326475_4462466.jpg,-7603.0,-6453.0,-4441.0,-5097.0,-2259.0,2259.0,-247.0,247.0,0.0
./corner_detector_dataset/images/javier_1664326475_4759178.jpg,-6764.0,-8346.0,-4158.0,-5308.0,-2822.0,2822.0,1366.0,-1366.0,0.0
./corner_detector_dataset/images/javier_1664326475_506051.jpg,-6893.0,-10187.0,-6449.0,-8001.0,-1315.0,1315.0,2423.0,-2423.0,0.0
./corner_detector_dataset/images/javier_1664326475_536823.jpg,-8739.0,-9773.0,-8831.0,-9519.0,-81.0,81.0,861.0,-861.0,0.0
./corner_detector_dataset/images/javier_1664326475_5670676.jpg,-9165.0,-6583.0,-9043.0,-6655.0,-25.0,25.0,-2485.0,2485.0,0.0
./corner_detector_dataset/images/javier_1664326475_5987656.jpg,-5902.0,-5366.0,-5634.0,-5218.0,-208.0,208.0,-476.0,476.0,0.0
./corner_detector_dataset/images/javier_1664326475_6295376.jpg,-2280.0,-2446.0,-1868.0,-2062.0,-398.0,398.0,180.0,-180.0,0.0
./corner_detector_dataset/images/javier_1664326475_6588771.jpg,-2355.0,-2731.0,-2075.0,-2333.0,-339.0,339.0,317.0,-317.0,0.0
./corner_detector_dataset/images/javier_1664326475_6885283.jpg,-2395.0,-2857.0,-2591.0,-2623.0,-19.0,19.0,247.0,-247.0,0.0
./corner_detector_dataset/images/javier_1664326475_7195964.jpg,-2734.0,-2592.0,-2608.0,-2794.0,38.0,-38.0,22.0,-22.0,0.0
./corner_detector_dataset/images/javier_1664326475_7494476.jpg,-2708.0,-2668.0,-2468.0,-2508.0,-200.0,200.0,0.0,0.0,0.0
./corner_detector_dataset/images/javier_1664326475_778799.jpg,-2711.0,-2629.0,-2303.0,-2411.0,-313.0,313.0,13.0,-13.0,0.0
./corner_detector_dataset/images/javier_1664326475_809591.jpg,-2568.0,-2730.0,-2296.0,-2302.0,-350.0,350.0,84.0,-84.0,0.0
./corner_detector_dataset/images/javier_1664326475_8391771.jpg,-2681.0,-2609.0,-2209.0,-2383.0,-349.0,349.0,51.0,-51.0,0.0
./corner_detector_dataset/images/javier_1664326475_8692613.jpg,-2657.0,-2599.0,-2139.0,-2151.0,-483.0,483.0,-23.0,23.0,0.0
./corner_detector_dataset/images/javier_1664326475_8990266.jpg,-2564.0,-2836.0,-2096.0,-2368.0,-468.0,468.0,272.0,-272.0,0.0
./corner_detector_dataset/images/javier_1664326475_9299684.jpg,-2874.0,-2784.0,-2208.0,-2298.0,-576.0,576.0,0.0,0.0,0.0
./corner_detector_dataset/images/javier_1664326475_9607103.jpg,-3062.0,-3192.0,-1774.0,-2600.0,-940.0,940.0,478.0,-478.0,0.0
./corner_detector_dataset/images/javier_1664326475_99026.jpg,-3888.0,-4414.0,-2160.0,-3014.0,-1564.0,1564.0,690.0,-690.0,0.0
./corner_detector_dataset/images/javier_1664326476_02144.jpg,-3525.0,-3941.0,-3285.0,-2495.0,-843.0,843.0,-187.0,187.0,0.0
./corner_detector_dataset/images/javier_1664326476_051942.jpg,-3260.0,-2240.0,-3092.0,-2116.0,-146.0,146.0,-998.0,998.0,0.0
./corner_detector_dataset/images/javier_1664326476_0823286.jpg,-2201.0,-2403.0,-1891.0,-2279.0,-217.0,217.0,295.0,-295.0,0.0
./corner_detector_dataset/images/javier_1664326476_1120253.jpg,-2025.0,-3557.0,-2709.0,-3215.0,171.0,-171.0,1019.0,-1019.0,0.0
./corner_detector_dataset/images/javier_1664326476_1423762.jpg,-2993.0,-3175.0,-3565.0,-3789.0,593.0,-593.0,203.0,-203.0,0.0
./corner_detector_dataset/images/javier_1664326476_1742718.jpg,-3110.0,-1864.0,-3582.0,-2388.0,498.0,-498.0,-1220.0,1220.0,0.0
./corner_detector_dataset/images/javier_1664326476_204174.jpg,-1987.0,-2951.0,-2121.0,-3407.0,295.0,-295.0,1125.0,-1125.0,0.0
./corner_detector_dataset/images/javier_1664326476_2340093.jpg,-3435.0,-4291.0,-3069.0,-4351.0,-153.0,153.0,1069.0,-1069.0,0.0
./corner_detector_dataset/images/javier_1664326476_2643507.jpg,-4160.0,-5940.0,-4356.0,-5520.0,-112.0,112.0,1472.0,-1472.0,0.0
./corner_detector_dataset/images/javier_1664326476_294621.jpg,-6169.0,-4413.0,-4479.0,-4637.0,-733.0,733.0,-799.0,799.0,0.0
./corner_detector_dataset/images/javier_1664326476_3238308.jpg,-5752.0,-4524.0,-3084.0,-2388.0,-2402.0,2402.0,-962.0,962.0,0.0
./corner_detector_dataset/images/javier_1664326476_35408.jpg,-4295.0,-4707.0,-2045.0,-2483.0,-2237.0,2237.0,425.0,-425.0,0.0
./corner_detector_dataset/images/javier_1664326476_3850567.jpg,-5022.0,-4824.0,-1994.0,-2684.0,-2584.0,2584.0,246.0,-246.0,0.0
./corner_detector_dataset/images/javier_1664326476_4155638.jpg,-4323.0,-4165.0,-2907.0,-1199.0,-2191.0,2191.0,-933.0,933.0,0.0
./corner_detector_dataset/images/javier_1664326476_4452534.jpg,-3847.0,-3947.0,-1043.0,-2905.0,-1923.0,1923.0,981.0,-981.0,0.0
./corner_detector_dataset/images/javier_1664326476_476489.jpg,-4312.0,-4520.0,-2588.0,-1608.0,-2318.0,2318.0,-386.0,386.0,0.0
./corner_detector_dataset/images/javier_1664326476_505826.jpg,-4273.0,-4547.0,-1595.0,-3011.0,-2107.0,2107.0,845.0,-845.0,0.0
./corner_detector_dataset/images/javier_1664326476_536096.jpg,-6332.0,-6924.0,-1246.0,-4174.0,-3918.0,3918.0,1760.0,-1760.0,0.0
./corner_detector_dataset/images/javier_1664326476_5665321.jpg,-7890.0,-8776.0,-2944.0,-3842.0,-4940.0,4940.0,892.0,-892.0,0.0
./corner_detector_dataset/images/javier_1664326476_596554.jpg,-6869.0,-7473.0,-5165.0,-2935.0,-3121.0,3121.0,-813.0,813.0,0.0
./corner_detector_dataset/images/javier_1664326476_6269853.jpg,-4917.0,-5235.0,-4581.0,-4133.0,-719.0,719.0,-65.0,65.0,0.0
./corner_detector_dataset/images/javier_1664326476_6568823.jpg,-1864.0,-1922.0,-2302.0,-2460.0,488.0,-488.0,108.0,-108.0,0.0
./corner_detector_dataset/images/javier_1664326476_687601.jpg,-2190.0,-2096.0,-2106.0,-2496.0,158.0,-158.0,148.0,-148.0,0.0
./corner_detector_dataset/images/javier_1664326476_7192092.jpg,-2631.0,-2443.0,-1861.0,-2295.0,-459.0,459.0,123.0,-123.0,0.0
./corner_detector_dataset/images/javier_1664326476_7494767.jpg,-2464.0,-2664.0,-2174.0,-1930.0,-512.0,512.0,-22.0,22.0,0.0
./corner_detector_dataset/images/javier_1664326476_7793038.jpg,-2513.0,-2205.0,-1915.0,-1957.0,-423.0,423.0,-133.0,133.0,0.0
./corner_detector_dataset/images/javier_1664326476_8087144.jpg,-2186.0,-2310.0,-1904.0,-1724.0,-434.0,434.0,-28.0,28.0,0.0
./corner_detector_dataset/images/javier_1664326476_838568.jpg,-2298.0,-2098.0,-1638.0,-1886.0,-436.0,436.0,24.0,-24.0,0.0
./corner_detector_dataset/images/javier_1664326476_8693597.jpg,-2241.0,-2181.0,-1635.0,-1509.0,-639.0,639.0,-93.0,93.0,0.0
./corner_detector_dataset/images/javier_1664326476_900584.jpg,-1933.0,-2133.0,-1695.0,-1629.0,-371.0,371.0,67.0,-67.0,0.0
./corner_detector_dataset/images/javier_1664326476_9317079.jpg,-2060.0,-2072.0,-1624.0,-1764.0,-372.0,372.0,76.0,-76.0,0.0
./corner_detector_dataset/images/javier_1664326476_960953.jpg,-2060.0,-2012.0,-1740.0,-1660.0,-336.0,336.0,-64.0,64.0,0.0
./corner_detector_dataset/images/javier_1664326476_9909198.jpg,-2116.0,-1848.0,-1454.0,-1542.0,-484.0,484.0,-90.0,90.0,0.0
./corner_detector_dataset/images/javier_1664326477_0215898.jpg,-2203.0,-2255.0,-1229.0,-1547.0,-841.0,841.0,185.0,-185.0,0.0
./corner_detector_dataset/images/javier_1664326477_052323.jpg,-1972.0,-3194.0,-1700.0,-2358.0,-554.0,554.0,940.0,-940.0,0.0
./corner_detector_dataset/images/javier_1664326477_0826752.jpg,-2818.0,-2160.0,-2874.0,-1936.0,-84.0,84.0,-798.0,798.0,0.0
./corner_detector_dataset/images/javier_1664326477_1126902.jpg,-2014.0,-1964.0,-1818.0,-1964.0,-98.0,98.0,48.0,-48.0,0.0
./corner_detector_dataset/images/javier_1664326477_1430488.jpg,-2317.0,-3241.0,-1553.0,-2983.0,-511.0,511.0,1177.0,-1177.0,0.0
./corner_detector_dataset/images/javier_1664326477_1729279.jpg,-3300.0,-3728.0,-2822.0,-3086.0,-560.0,560.0,346.0,-346.0,0.0
./corner_detector_dataset/images/javier_1664326477_2027209.jpg,-3110.0,-2680.0,-3328.0,-2134.0,-164.0,164.0,-812.0,812.0,0.0
./corner_detector_dataset/images/javier_1664326477_2334578.jpg,-2379.0,-2993.0,-2367.0,-3259.0,127.0,-127.0,753.0,-753.0,0.0
./corner_detector_dataset/images/javier_1664326477_2638626.jpg,-2995.0,-4045.0,-3041.0,-3833.0,-83.0,83.0,921.0,-921.0,0.0
./corner_detector_dataset/images/javier_1664326477_29348.jpg,-4457.0,-5047.0,-3201.0,-5053.0,-625.0,625.0,1221.0,-1221.0,0.0
./corner_detector_dataset/images/javier_1664326477_3229675.jpg,-4841.0,-3801.0,-4707.0,-2657.0,-639.0,639.0,-1545.0,1545.0,0.0
./corner_detector_dataset/images/javier_1664326477_3537002.jpg,-2911.0,-1799.0,-2881.0,-1759.0,-35.0,35.0,-1117.0,1117.0,0.0
./corner_detector_dataset/images/javier_1664326477_3843505.jpg,-1878.0,-1974.0,-1624.0,-1908.0,-160.0,160.0,190.0,-190.0,0.0
./corner_detector_dataset/images/javier_1664326477_41611.jpg,-1942.0,-1912.0,-1834.0,-1628.0,-196.0,196.0,-118.0,118.0,0.0
./corner_detector_dataset/images/javier_1664326477_4457035.jpg,-1632.0,-1956.0,-1836.0,-1916.0,82.0,-82.0,202.0,-202.0,0.0
./corner_detector_dataset/images/javier_1664326477_476565.jpg,-1801.0,-1999.0,-2083.0,-2227.0,255.0,-255.0,171.0,-171.0,0.0
./corner_detector_dataset/images/javier_1664326477_5060625.jpg,-1923.0,-2017.0,-2223.0,-2295.0,289.0,-289.0,83.0,-83.0,0.0
./corner_detector_dataset/images/javier_1664326477_5378778.jpg,-1980.0,-2156.0,-2236.0,-2428.0,264.0,-264.0,184.0,-184.0,0.0
./corner_detector_dataset/images/javier_1664326477_5691648.jpg,-2445.0,-2331.0,-2057.0,-2569.0,-75.0,75.0,199.0,-199.0,0.0
./corner_detector_dataset/images/javier_1664326477_5992682.jpg,-3276.0,-2866.0,-1534.0,-2408.0,-1100.0,1100.0,232.0,-232.0,0.0
./corner_detector_dataset/images/javier_1664326477_6304345.jpg,-3926.0,-3534.0,-1222.0,-1782.0,-2228.0,2228.0,84.0,-84.0,0.0
./corner_detector_dataset/images/javier_1664326477_660285.jpg,-3466.0,-4692.0,-1742.0,-2124.0,-2146.0,2146.0,804.0,-804.0,0.0
./corner_detector_dataset/images/javier_1664326477_690997.jpg,-2282.0,-2244.0,-1522.0,-1572.0,-716.0,716.0,6.0,-6.0,0.0
./corner_detector_dataset/images/javier_1664326477_7208946.jpg,-2068.0,-2272.0,-1698.0,-1558.0,-542.0,542.0,32.0,-32.0,0.0
./corner_detector_dataset/images/javier_1664326477_7512083.jpg,-2018.0,-1946.0,-1752.0,-1656.0,-278.0,278.0,-84.0,84.0,0.0
./corner_detector_dataset/images/javier_1664326477_7816935.jpg,-2052.0,-1908.0,-1482.0,-1606.0,-436.0,436.0,-10.0,10.0,0.0
./corner_detector_dataset/images/javier_1664326477_8122919.jpg,-1694.0,-1982.0,-1774.0,-1502.0,-200.0,200.0,8.0,-8.0,0.0
./corner_detector_dataset/images/javier_1664326477_843107.jpg,-1879.0,-1635.0,-1575.0,-1713.0,-113.0,113.0,-53.0,53.0,0.0
./corner_detector_dataset/images/javier_1664326477_8723722.jpg,-1622.0,-1712.0,-1688.0,-1390.0,-128.0,128.0,-104.0,104.0,0.0
./corner_detector_dataset/images/javier_1664326477_9028652.jpg,-1423.0,-1581.0,-1645.0,-1721.0,181.0,-181.0,117.0,-117.0,0.0
./corner_detector_dataset/images/javier_1664326477_9335194.jpg,-1640.0,-1676.0,-1662.0,-1826.0,86.0,-86.0,100.0,-100.0,0.0
./corner_detector_dataset/images/javier_1664326478_0738223.jpg,-1732.0,-1668.0,-1684.0,-1740.0,12.0,-12.0,-4.0,4.0,0.0
./corner_detector_dataset/images/javier_1664326478_2544785.jpg,-1744.0,-1664.0,-1634.0,-1550.0,-112.0,112.0,-82.0,82.0,0.0
./corner_detector_dataset/images/javier_1664326478_4119048.jpg,-1600.0,-1364.0,-1552.0,-1284.0,-64.0,64.0,-252.0,252.0,0.0
./corner_detector_dataset/images/javier_1664326478_5851538.jpg,-1439.0,-1311.0,-1227.0,-1277.0,-123.0,123.0,-39.0,39.0,0.0
./corner_detector_dataset/images/javier_1664326478_7588944.jpg,-1347.0,-2583.0,-1257.0,-2395.0,-139.0,139.0,1187.0,-1187.0,1.0
./corner_detector_dataset/images/javier_1664326480_8747728.jpg,-1785.0,-2893.0,-3467.0,-2901.0,845.0,-845.0,271.0,-271.0,0.0
./corner_detector_dataset/images/javier_1664326481_637368.jpg,-1735.0,-2039.0,-3729.0,-3699.0,1827.0,-1827.0,137.0,-137.0,0.0
./corner_detector_dataset/images/javier_1664326481_8117466.jpg,-1911.0,-2581.0,-3605.0,-4469.0,1791.0,-1791.0,767.0,-767.0,0.0
./corner_detector_dataset/images/javier_1664326481_9755769.jpg,-2659.0,-3181.0,-4233.0,-4701.0,1547.0,-1547.0,495.0,-495.0,0.0
./corner_detector_dataset/images/javier_1664326482_141598.jpg,-3006.0,-2452.0,-4394.0,-4012.0,1474.0,-1474.0,-468.0,468.0,0.0
./corner_detector_dataset/images/javier_1664326482_3059916.jpg,-2574.0,-2938.0,-3666.0,-4146.0,1150.0,-1150.0,422.0,-422.0,0.0
./corner_detector_dataset/images/javier_1664326482_463816.jpg,-3066.0,-3566.0,-3746.0,-4658.0,886.0,-886.0,706.0,-706.0,0.0
./corner_detector_dataset/images/javier_1664326482_6293535.jpg,-3884.0,-3848.0,-3982.0,-4438.0,344.0,-344.0,210.0,-210.0,0.0
./corner_detector_dataset/images/javier_1664326482_9082792.jpg,-3874.0,-3080.0,-4014.0,-3172.0,116.0,-116.0,-818.0,818.0,1.0
./corner_detector_dataset/images/javier_1664326483_8195417.jpg,-2679.0,-1893.0,-3015.0,-1975.0,209.0,-209.0,-913.0,913.0,0.0
./corner_detector_dataset/images/javier_1664326483_9608912.jpg,-1701.0,-1817.0,-2077.0,-2159.0,359.0,-359.0,99.0,-99.0,0.0
./corner_detector_dataset/images/javier_1664326484_1341653.jpg,-1738.0,-1722.0,-2120.0,-2108.0,384.0,-384.0,-14.0,14.0,0.0
./corner_detector_dataset/images/javier_1664326484_3073092.jpg,-1821.0,-1915.0,-1979.0,-2275.0,259.0,-259.0,195.0,-195.0,0.0
./corner_detector_dataset/images/javier_1664326484_8074.jpg,-2039.0,-2193.0,-2103.0,-2263.0,67.0,-67.0,157.0,-157.0,0.0
./corner_detector_dataset/images/javier_1664326484_8380933.jpg,-2213.0,-2121.0,-2133.0,-2179.0,-11.0,11.0,-23.0,23.0,0.0
./corner_detector_dataset/images/javier_1664326484_8677483.jpg,-2371.0,-2077.0,-1795.0,-1971.0,-341.0,341.0,-59.0,59.0,0.0
./corner_detector_dataset/images/javier_1664326484_8984075.jpg,-2297.0,-2103.0,-1661.0,-1545.0,-597.0,597.0,-155.0,155.0,0.0
./corner_detector_dataset/images/javier_1664326484_9289355.jpg,-1992.0,-1712.0,-1564.0,-1124.0,-508.0,508.0,-360.0,360.0,0.0
./corner_detector_dataset/images/javier_1664326484_9589033.jpg,-1524.0,-1204.0,-1240.0,-828.0,-330.0,330.0,-366.0,366.0,0.0
./corner_detector_dataset/images/javier_1664326484_9895809.jpg,-1728.0,-1576.0,-330.0,-1302.0,-836.0,836.0,410.0,-410.0,0.0
./corner_detector_dataset/images/javier_1664326485_0868366.jpg,-8266.0,-9282.0,-8570.0,-9630.0,326.0,-326.0,1038.0,-1038.0,0.0
./corner_detector_dataset/images/javier_1664326485_089148.jpg,-8690.0,-7244.0,-9228.0,-7534.0,414.0,-414.0,-1570.0,1570.0,0.0
./corner_detector_dataset/images/javier_1664326485_3075333.jpg,-6489.0,-8329.0,-6921.0,-8811.0,457.0,-457.0,1865.0,-1865.0,0.0
./corner_detector_dataset/images/javier_1664326485_8094275.jpg,-7960.0,-9380.0,-8482.0,-9798.0,470.0,-470.0,1368.0,-1368.0,0.0
./corner_detector_dataset/images/javier_1664326485_8395052.jpg,-8831.0,-5043.0,-9249.0,-5591.0,483.0,-483.0,-3723.0,3723.0,0.0
./corner_detector_dataset/images/javier_1664326485_8702974.jpg,-4681.0,-5077.0,-5023.0,-5353.0,309.0,-309.0,363.0,-363.0,0.0
