index,image_dir,conv_a,conv_b,conv_c,conv_d,conv_e,conv_f,conv_g,conv_h,is_fridge_corner
1458,./corner_detector_dataset/images/alex_1664325491_7199373.jpg,-1753.0,-1647.0,-1639.0,-1443.0,-159.0,159.0,-151.0,151.0,0.0
1218,./corner_detector_dataset/images/josea_1664325360_8673568.jpg,-2844.0,-2702.0,-2282.0,-2072.0,-596.0,596.0,-176.0,176.0,0.0
1442,./corner_detector_dataset/images/alex_1664325621_0593815.jpg,-2211.0,-1791.0,-1477.0,-1243.0,-641.0,641.0,-327.0,327.0,0.0
881,./corner_detector_dataset/images/alex_1664325603_8913944.jpg,-2857.0,-2861.0,-2207.0,-2981.0,-265.0,265.0,389.0,-389.0,0.0
264,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_4234612.jpg,-6199.0,-4841.0,-5651.0,-5227.0,-81.0,81.0,-891.0,891.0,1.0
982,./corner_detector_dataset/images/alex_1664325686_703216.jpg,-4799.0,-4187.0,-5267.0,-5321.0,801.0,-801.0,-279.0,279.0,0.0
480,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_6401992.jpg,-6461.0,-4315.0,-6157.0,-3869.0,-375.0,375.0,-2217.0,2217.0,1.0
1283,./corner_detector_dataset/images/alex_1664325593_8258376.jpg,-7986.0,-8486.0,-8428.0,-8904.0,430.0,-430.0,488.0,-488.0,0.0
1301,./corner_detector_dataset/images/javier_1664326469_6958575.jpg,-8424.0,-9200.0,-8764.0,-9580.0,360.0,-360.0,796.0,-796.0,0.0
1584,./corner_detector_dataset/images/javier_1664326698_1286.jpg,-3057.0,-1597.0,-3017.0,-1719.0,41.0,-41.0,-1379.0,1379.0,0.0
1147,./corner_detector_dataset/images/javier_1664326629_8273695.jpg,-7906.0,-8414.0,-8664.0,-9096.0,720.0,-720.0,470.0,-470.0,0.0
772,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_9547882.jpg,-5678.0,-3116.0,-5484.0,-5134.0,912.0,-912.0,-1456.0,1456.0,1.0
268,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_426477.jpg,-3809.0,-7835.0,-4361.0,-6685.0,-299.0,299.0,3175.0,-3175.0,1.0
1681,./corner_detector_dataset/images/alex_1664325688_3404925.jpg,-7972.0,-8554.0,-8362.0,-8920.0,378.0,-378.0,570.0,-570.0,0.0
3,./corner_detector_dataset/images/alex_1664325470_8854723.jpg,-9160.0,-6650.0,-9150.0,-7320.0,330.0,-330.0,-2170.0,2170.0,1.0
1506,./corner_detector_dataset/images/javier_1664326507_3551888.jpg,-4996.0,-5146.0,-2442.0,-4236.0,-1732.0,1732.0,972.0,-972.0,0.0
986,./corner_detector_dataset/images/alex_1664325736_5734062.jpg,-2347.0,-3259.0,-2363.0,-2557.0,-343.0,343.0,553.0,-553.0,0.0
1583,./corner_detector_dataset/images/javier_1664326684_6328456.jpg,-5946.0,-3588.0,-6044.0,-4642.0,576.0,-576.0,-1880.0,1880.0,0.0
306,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_4713225.jpg,-6033.0,-3685.0,-5947.0,-4345.0,287.0,-287.0,-1975.0,1975.0,1.0
546,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_7080162.jpg,-6596.0,-5162.0,-6302.0,-4632.0,-412.0,412.0,-1552.0,1552.0,1.0
1959,./corner_detector_dataset/images/alex_1664325477_2630837.jpg,-7839.0,-5813.0,-8097.0,-6181.0,313.0,-313.0,-1971.0,1971.0,0.0
1636,./corner_detector_dataset/images/alex_1664325583_6009276.jpg,-7171.0,-7353.0,-5963.0,-6391.0,-1085.0,1085.0,305.0,-305.0,0.0
2067,./corner_detector_dataset/images/javier_1664326693_4388177.jpg,-8256.0,-8844.0,-8834.0,-9314.0,524.0,-524.0,534.0,-534.0,0.0
612,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_7948182.jpg,-2796.0,-5914.0,-2666.0,-5684.0,-180.0,180.0,3068.0,-3068.0,1.0
2000,./corner_detector_dataset/images/josea_1664325116_117072.jpg,-2882.0,-2810.0,-2674.0,-2926.0,-46.0,46.0,90.0,-90.0,0.0
17,./corner_detector_dataset/images/alex_1664325553_8337831.jpg,-7791.0,-6083.0,-7097.0,-6575.0,-101.0,101.0,-1115.0,1115.0,1.0
248,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_3955255.jpg,-2508.0,-3246.0,-3326.0,-3772.0,672.0,-672.0,592.0,-592.0,1.0
547,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_7080162.jpg,-7355.0,-5763.0,-7029.0,-5163.0,-463.0,463.0,-1729.0,1729.0,1.0
59,./corner_detector_dataset/images/javier_1664326489_4225256.jpg,-7561.0,-5939.0,-7403.0,-7407.0,655.0,-655.0,-809.0,809.0,1.0
872,./corner_detector_dataset/images/javier_1664326674_1492953.jpg,-3641.0,-3627.0,-3007.0,-3019.0,-621.0,621.0,-1.0,1.0,0.0
1128,./corner_detector_dataset/images/josea_1664325685_6020596.jpg,-3269.0,-3485.0,-3241.0,-3451.0,-31.0,31.0,213.0,-213.0,0.0
582,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_7628694.jpg,-6274.0,-4902.0,-5988.0,-4396.0,-396.0,396.0,-1482.0,1482.0,1.0
281,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_4463885.jpg,-3018.0,-2618.0,-2974.0,-2810.0,74.0,-74.0,-282.0,282.0,1.0
620,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_803761.jpg,-3321.0,-3091.0,-3101.0,-1621.0,-845.0,845.0,-855.0,855.0,1.0
970,./corner_detector_dataset/images/alex_1664325570_2498567.jpg,-8237.0,-7625.0,-6047.0,-6085.0,-1865.0,1865.0,-287.0,287.0,0.0
2014,./corner_detector_dataset/images/alex_1664325526_7530477.jpg,-9184.0,-9892.0,-10102.0,-10814.0,920.0,-920.0,710.0,-710.0,0.0
1698,./corner_detector_dataset/images/alex_1664325691_4049225.jpg,-7861.0,-8453.0,-8329.0,-8879.0,447.0,-447.0,571.0,-571.0,0.0
1902,./corner_detector_dataset/images/javier_1664326707_3859935.jpg,-8090.0,-7440.0,-8708.0,-8138.0,658.0,-658.0,-610.0,610.0,0.0
299,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_4643426.jpg,-3664.0,-2392.0,-3588.0,-3440.0,486.0,-486.0,-710.0,710.0,1.0
1428,./corner_detector_dataset/images/alex_1664325666_5988445.jpg,-2640.0,-2704.0,-2790.0,-2870.0,158.0,-158.0,72.0,-72.0,0.0
441,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_6013367.jpg,-3655.0,-7203.0,-3165.0,-6927.0,-383.0,383.0,3655.0,-3655.0,1.0
1227,./corner_detector_dataset/images/josea_1664325448_9623413.jpg,-8206.0,-8404.0,-8982.0,-9284.0,828.0,-828.0,250.0,-250.0,0.0
1390,./corner_detector_dataset/images/josea_1664325277_4188826.jpg,-1414.0,-1836.0,-1454.0,-1560.0,-118.0,118.0,264.0,-264.0,0.0
829,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464873_011613.jpg,-5298.0,-3518.0,-4562.0,-1550.0,-1352.0,1352.0,-2396.0,2396.0,1.0
1861,./corner_detector_dataset/images/alex_1664325604_7645957.jpg,-2832.0,-2854.0,-2912.0,-3214.0,220.0,-220.0,162.0,-162.0,0.0
969,./corner_detector_dataset/images/javier_1664326471_1081183.jpg,-3804.0,-3932.0,-3662.0,-3822.0,-126.0,126.0,144.0,-144.0,0.0
302,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_4683313.jpg,-2011.0,-4211.0,-1787.0,-4229.0,-103.0,103.0,2321.0,-2321.0,1.0
1531,./corner_detector_dataset/images/josea_1664325694_2998805.jpg,-8599.0,-9367.0,-9641.0,-10299.0,987.0,-987.0,713.0,-713.0,0.0
1914,./corner_detector_dataset/images/josea_1664325264_8796196.jpg,-2607.0,-2683.0,-2765.0,-2831.0,153.0,-153.0,71.0,-71.0,0.0
341,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_5052319.jpg,-2593.0,-2581.0,-3045.0,-2623.0,247.0,-247.0,-217.0,217.0,1.0
627,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_8097618.jpg,-4692.0,-2924.0,-4546.0,-4382.0,656.0,-656.0,-966.0,966.0,1.0
2108,./corner_detector_dataset/images/javier_1664326649_6969714.jpg,-1709.0,-1541.0,-1583.0,-1233.0,-217.0,217.0,-259.0,259.0,0.0
259,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_412481.jpg,-1614.0,-4402.0,-3044.0,-5704.0,1366.0,-1366.0,2724.0,-2724.0,1.0
1178,./corner_detector_dataset/images/josea_1664326007_8309884.jpg,-9314.0,-9768.0,-9584.0,-9126.0,-186.0,186.0,-2.0,2.0,0.0
1786,./corner_detector_dataset/images/josea_1664325779_1313653.jpg,-2648.0,-1968.0,-2550.0,-3002.0,468.0,-468.0,-114.0,114.0,0.0
1678,./corner_detector_dataset/images/alex_1664325665_2324924.jpg,-924.0,-2156.0,-1762.0,-2370.0,526.0,-526.0,920.0,-920.0,0.0
697,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_8775637.jpg,-3782.0,-5806.0,-5658.0,-6798.0,1434.0,-1434.0,1582.0,-1582.0,1.0
49,./corner_detector_dataset/images/alex_1664325729_9557836.jpg,-8643.0,-5509.0,-8033.0,-4533.0,-793.0,793.0,-3317.0,3317.0,1.0
576,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_7579088.jpg,-5644.0,-4082.0,-5644.0,-4498.0,208.0,-208.0,-1354.0,1354.0,1.0
840,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464873_0225823.jpg,-5358.0,-3726.0,-5064.0,-3232.0,-394.0,394.0,-1732.0,1732.0,1.0
679,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_8596106.jpg,-5024.0,-9924.0,-4392.0,-9540.0,-508.0,508.0,5024.0,-5024.0,1.0
1714,./corner_detector_dataset/images/javier_1664326702_8976393.jpg,-2618.0,-2642.0,798.0,-2466.0,-1796.0,1796.0,1644.0,-1644.0,0.0
424,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_583351.jpg,-4251.0,-8387.0,-3687.0,-8049.0,-451.0,451.0,4249.0,-4249.0,1.0
979,./corner_detector_dataset/images/javier_1664326618_8171384.jpg,-3011.0,-3179.0,-3027.0,-3177.0,7.0,-7.0,159.0,-159.0,0.0
0,./corner_detector_dataset/images/alex_1664325457_9735606.jpg,-4512.0,-6898.0,-6712.0,-8078.0,1690.0,-1690.0,1876.0,-1876.0,1.0
1143,./corner_detector_dataset/images/javier_1664326604_87628.jpg,-2879.0,-2739.0,-2705.0,-2619.0,-147.0,147.0,-113.0,113.0,0.0
385,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_545125.jpg,-3298.0,-2618.0,-3418.0,-2706.0,104.0,-104.0,-696.0,696.0,1.0
1256,./corner_detector_dataset/images/alex_1664325698_5418613.jpg,-4248.0,-4544.0,-3946.0,-4058.0,-394.0,394.0,204.0,-204.0,0.0
2056,./corner_detector_dataset/images/alex_1664325468_0708632.jpg,-4707.0,-4653.0,-1705.0,-2053.0,-2801.0,2801.0,147.0,-147.0,0.0
1989,./corner_detector_dataset/images/alex_1664325664_197879.jpg,-976.0,-1494.0,-1500.0,-1462.0,246.0,-246.0,240.0,-240.0,0.0
573,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_754917.jpg,-4031.0,-7961.0,-3503.0,-7635.0,-427.0,427.0,4031.0,-4031.0,1.0
512,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_67414.jpg,-2313.0,-3489.0,-2503.0,-3201.0,-49.0,49.0,937.0,-937.0,1.0
2057,./corner_detector_dataset/images/alex_1664325542_9490986.jpg,-2108.0,-2602.0,-2126.0,-2264.0,-160.0,160.0,316.0,-316.0,0.0
1777,./corner_detector_dataset/images/javier_1664326697_703493.jpg,-3663.0,-3023.0,-3313.0,-2439.0,-467.0,467.0,-757.0,757.0,0.0
361,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_5232081.jpg,-7980.0,-5076.0,-7416.0,-4180.0,-730.0,730.0,-3070.0,3070.0,1.0
1241,./corner_detector_dataset/images/javier_1664326685_8168514.jpg,-4019.0,-4291.0,-4183.0,-4433.0,153.0,-153.0,261.0,-261.0,0.0
115,./corner_detector_dataset/images/josea_1664325170_1522455.jpg,-6451.0,-4041.0,-6261.0,-6021.0,895.0,-895.0,-1325.0,1325.0,1.0
1358,./corner_detector_dataset/images/javier_1664326755_7166238.jpg,-5119.0,-5343.0,-3369.0,-3687.0,-1703.0,1703.0,271.0,-271.0,0.0
336,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_5002782.jpg,-3143.0,-6399.0,-3427.0,-5081.0,-517.0,517.0,2455.0,-2455.0,1.0
1805,./corner_detector_dataset/images/javier_1664326760_2080297.jpg,-4935.0,-4757.0,-6081.0,-6865.0,1627.0,-1627.0,303.0,-303.0,0.0
434,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_5943198.jpg,-2441.0,-3745.0,-3637.0,-4383.0,917.0,-917.0,1025.0,-1025.0,1.0
549,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_7110097.jpg,-3634.0,-4432.0,-1108.0,-4414.0,-1272.0,1272.0,2052.0,-2052.0,1.0
30,./corner_detector_dataset/images/alex_1664325629_1582067.jpg,-3458.0,-7210.0,-3076.0,-7256.0,-168.0,168.0,3966.0,-3966.0,1.0
1293,./corner_detector_dataset/images/josea_1664325301_1292574.jpg,-1474.0,-1250.0,-1984.0,-2360.0,810.0,-810.0,76.0,-76.0,0.0
614,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_7977781.jpg,-4100.0,-3208.0,-3932.0,-2884.0,-246.0,246.0,-970.0,970.0,1.0
1231,./corner_detector_dataset/images/josea_1664324958_7804213.jpg,-2764.0,-3002.0,-2798.0,-3024.0,28.0,-28.0,232.0,-232.0,0.0
407,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_5693877.jpg,-2913.0,-4139.0,-3143.0,-3455.0,-227.0,227.0,769.0,-769.0,1.0
887,./corner_detector_dataset/images/josea_1664325375_76731.jpg,-1567.0,-1447.0,-1457.0,-1087.0,-235.0,235.0,-245.0,245.0,0.0
1802,./corner_detector_dataset/images/javier_1664326505_1713.jpg,-6621.0,-3537.0,-7855.0,-6961.0,2329.0,-2329.0,-1989.0,1989.0,0.0
2095,./corner_detector_dataset/images/josea_1664325997_5508685.jpg,-1498.0,-3106.0,-1650.0,-3310.0,178.0,-178.0,1634.0,-1634.0,0.0
2036,./corner_detector_dataset/images/alex_1664325633_9666293.jpg,-4593.0,-4035.0,-4701.0,-3633.0,-147.0,147.0,-813.0,813.0,0.0
293,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_4583843.jpg,-2027.0,-2033.0,-1439.0,-991.0,-815.0,815.0,-221.0,221.0,1.0
305,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_4713225.jpg,-4278.0,-2610.0,-4218.0,-3074.0,202.0,-202.0,-1406.0,1406.0,1.0
146,./corner_detector_dataset/images/josea_1664325595_736545.jpg,-8538.0,-6676.0,-8176.0,-5978.0,-530.0,530.0,-2030.0,2030.0,1.0
1086,./corner_detector_dataset/images/josea_1664324941_7431734.jpg,-3505.0,-3817.0,-3585.0,-3919.0,91.0,-91.0,323.0,-323.0,0.0
1891,./corner_detector_dataset/images/javier_1664326525_840814.jpg,-7980.0,-4680.0,-8206.0,-5150.0,348.0,-348.0,-3178.0,3178.0,0.0
763,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_9447894.jpg,-3909.0,-4813.0,-2117.0,-5007.0,-799.0,799.0,1897.0,-1897.0,1.0
478,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_637238.jpg,-3116.0,-7196.0,-2896.0,-7240.0,-88.0,88.0,4212.0,-4212.0,1.0
1893,./corner_detector_dataset/images/alex_1664325657_183538.jpg,-4144.0,-290.0,-4214.0,-2264.0,1022.0,-1022.0,-2902.0,2902.0,0.0
857,./corner_detector_dataset/images/alex_1664325462_3762803.jpg,-3494.0,-3712.0,-3440.0,-3730.0,-18.0,18.0,254.0,-254.0,0.0
1441,./corner_detector_dataset/images/alex_1664325685_5521543.jpg,-7022.0,-8024.0,-7652.0,-8574.0,590.0,-590.0,962.0,-962.0,0.0
39,./corner_detector_dataset/images/alex_1664325676_0680466.jpg,-5949.0,-5547.0,-5575.0,-2951.0,-1485.0,1485.0,-1513.0,1513.0,1.0
692,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_8745706.jpg,-3107.0,-2875.0,-2897.0,-1515.0,-785.0,785.0,-807.0,807.0,1.0
456,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_6162937.jpg,-4382.0,-3016.0,-4286.0,-4100.0,494.0,-494.0,-776.0,776.0,1.0
1736,./corner_detector_dataset/images/javier_1664326561_2017722.jpg,-7277.0,-7825.0,-7559.0,-8037.0,247.0,-247.0,513.0,-513.0,0.0
1622,./corner_detector_dataset/images/alex_1664325626_5882535.jpg,-4172.0,-4646.0,-4368.0,-4806.0,178.0,-178.0,456.0,-456.0,0.0
80,./corner_detector_dataset/images/javier_1664326645_2390094.jpg,-5728.0,-7262.0,-7616.0,-8558.0,1592.0,-1592.0,1238.0,-1238.0,1.0
1840,./corner_detector_dataset/images/alex_1664325643_3958995.jpg,-8677.0,-8843.0,-4905.0,-5681.0,-3467.0,3467.0,471.0,-471.0,0.0
101,./corner_detector_dataset/images/javier_1664326761_867948.jpg,-4278.0,-4532.0,-3566.0,-5288.0,22.0,-22.0,988.0,-988.0,1.0
556,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_7359827.jpg,-4199.0,-6455.0,-6275.0,-7557.0,1589.0,-1589.0,1769.0,-1769.0,1.0
1794,./corner_detector_dataset/images/josea_1664325608_416393.jpg,-2425.0,-2253.0,-2529.0,-2363.0,107.0,-107.0,-169.0,169.0,0.0
228,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_356656.jpg,-4524.0,-5544.0,-1386.0,-5514.0,-1584.0,1584.0,2574.0,-2574.0,1.0
1325,./corner_detector_dataset/images/alex_1664325558_95924.jpg,-10022.0,-10376.0,-10802.0,-10988.0,696.0,-696.0,270.0,-270.0,0.0
801,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_9846854.jpg,-2807.0,-3407.0,-1593.0,-3539.0,-541.0,541.0,1273.0,-1273.0,1.0
1504,./corner_detector_dataset/images/javier_1664326651_2697551.jpg,-4644.0,-6742.0,-4534.0,-6376.0,-238.0,238.0,1970.0,-1970.0,0.0
541,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_7020307.jpg,-4522.0,-8876.0,-3914.0,-8536.0,-474.0,474.0,4488.0,-4488.0,1.0
1093,./corner_detector_dataset/images/javier_1664326650_9990406.jpg,-4142.0,-4366.0,-4276.0,-4532.0,150.0,-150.0,240.0,-240.0,0.0
507,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_668155.jpg,-5092.0,-2676.0,-4934.0,-3022.0,94.0,-94.0,-2164.0,2164.0,1.0
2002,./corner_detector_dataset/images/javier_1664326742_0373712.jpg,-6562.0,-3500.0,-8466.0,-3776.0,1090.0,-1090.0,-3876.0,3876.0,0.0
1564,./corner_detector_dataset/images/javier_1664326559_8040967.jpg,-7818.0,-8258.0,-8262.0,-8654.0,420.0,-420.0,416.0,-416.0,0.0
847,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464873_0285668.jpg,-5893.0,-5057.0,-5841.0,-2807.0,-1151.0,1151.0,-1935.0,1935.0,1.0
1655,./corner_detector_dataset/images/javier_1664326693_3187895.jpg,-8482.0,-9006.0,-9060.0,-9512.0,542.0,-542.0,488.0,-488.0,0.0
233,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_362613.jpg,-2931.0,-1473.0,-2843.0,-2679.0,559.0,-559.0,-811.0,811.0,1.0
1549,./corner_detector_dataset/images/josea_1664324931_1251612.jpg,-2089.0,-2289.0,-2121.0,-2331.0,37.0,-37.0,205.0,-205.0,0.0
1591,./corner_detector_dataset/images/javier_1664326631_6428368.jpg,-2741.0,-2657.0,-3627.0,-3541.0,885.0,-885.0,-85.0,85.0,0.0
1387,./corner_detector_dataset/images/javier_1664326507_1735034.jpg,-3969.0,-4393.0,-2653.0,-3271.0,-1219.0,1219.0,521.0,-521.0,0.0
1547,./corner_detector_dataset/images/alex_1664325645_0709512.jpg,-1947.0,-2177.0,-2193.0,-2365.0,217.0,-217.0,201.0,-201.0,0.0
1615,./corner_detector_dataset/images/javier_1664326720_0305784.jpg,-6650.0,-7848.0,-6818.0,-7952.0,136.0,-136.0,1166.0,-1166.0,0.0
622,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_803761.jpg,-4963.0,-4613.0,-4635.0,-2435.0,-1253.0,1253.0,-1275.0,1275.0,1.0
1112,./corner_detector_dataset/images/javier_1664326505_8382063.jpg,-7703.0,-5739.0,-9317.0,-6211.0,1043.0,-1043.0,-2535.0,2535.0,0.0
462,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_6222756.jpg,-6837.0,-4395.0,-6509.0,-3945.0,-389.0,389.0,-2503.0,2503.0,1.0
1766,./corner_detector_dataset/images/alex_1664325734_9274263.jpg,-6984.0,-8906.0,-7276.0,-9514.0,450.0,-450.0,2080.0,-2080.0,0.0
1037,./corner_detector_dataset/images/josea_1664326032_2567623.jpg,-2270.0,-2524.0,-2542.0,-2792.0,270.0,-270.0,252.0,-252.0,0.0
1336,./corner_detector_dataset/images/javier_1664326618_30012.jpg,-2510.0,-2224.0,-2532.0,-2182.0,-10.0,10.0,-318.0,318.0,0.0
977,./corner_detector_dataset/images/josea_1664326186_4933422.jpg,-3456.0,-3734.0,-3690.0,-3936.0,218.0,-218.0,262.0,-262.0,0.0
283,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_4463885.jpg,-6670.0,-5778.0,-6578.0,-6222.0,176.0,-176.0,-624.0,624.0,1.0
446,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_6062865.jpg,-3066.0,-1506.0,-3304.0,-3580.0,1156.0,-1156.0,-642.0,642.0,1.0
1406,./corner_detector_dataset/images/javier_1664326579_2085984.jpg,-2554.0,-2002.0,-2270.0,-1898.0,-194.0,194.0,-462.0,462.0,0.0
708,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_89054.jpg,-2152.0,-2260.0,-370.0,-2214.0,-914.0,914.0,976.0,-976.0,1.0
1525,./corner_detector_dataset/images/alex_1664325530_116592.jpg,-3647.0,-2999.0,-3893.0,-3219.0,233.0,-233.0,-661.0,661.0,0.0
1426,./corner_detector_dataset/images/javier_1664326616_4166005.jpg,-2614.0,-2766.0,-1970.0,-1998.0,-706.0,706.0,90.0,-90.0,0.0
64,./corner_detector_dataset/images/javier_1664326522_1586432.jpg,-9260.0,-6122.0,-6930.0,-6556.0,-948.0,948.0,-1756.0,1756.0,1.0
58,./corner_detector_dataset/images/javier_1664326487_2961874.jpg,-6552.0,-7858.0,-7992.0,-8818.0,1200.0,-1200.0,1066.0,-1066.0,1.0
255,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_4064963.jpg,-2936.0,-5828.0,-2712.0,-5892.0,-80.0,80.0,3036.0,-3036.0,1.0
766,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_9477818.jpg,-4719.0,-3671.0,-4629.0,-1563.0,-1099.0,1099.0,-2057.0,2057.0,1.0
1982,./corner_detector_dataset/images/josea_1664325818_6750984.jpg,-3633.0,-3599.0,-2519.0,-2499.0,-1107.0,1107.0,-27.0,27.0,0.0
1715,./corner_detector_dataset/images/alex_1664325667_4515889.jpg,-5648.0,-8338.0,-4788.0,-6374.0,-1412.0,1412.0,2138.0,-2138.0,0.0
1782,./corner_detector_dataset/images/alex_1664325733_712.jpg,-3179.0,-2783.0,-3443.0,-3137.0,309.0,-309.0,-351.0,351.0,0.0
802,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_9846854.jpg,-4173.0,-5063.0,-2371.0,-5259.0,-803.0,803.0,1889.0,-1889.0,1.0
672,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_8536284.jpg,-1800.0,-1878.0,-316.0,-1866.0,-748.0,748.0,814.0,-814.0,1.0
1496,./corner_detector_dataset/images/josea_1664327176_565462.jpg,-2764.0,-2634.0,-2924.0,-2798.0,162.0,-162.0,-128.0,128.0,0.0
1158,./corner_detector_dataset/images/javier_1664326599_984746.jpg,-8181.0,-8925.0,-9831.0,-10929.0,1827.0,-1827.0,921.0,-921.0,0.0
1866,./corner_detector_dataset/images/javier_1664326711_1740592.jpg,-3983.0,-3469.0,-4013.0,-2441.0,-499.0,499.0,-1043.0,1043.0,0.0
34,./corner_detector_dataset/images/alex_1664325648_3507223.jpg,-4492.0,-6886.0,-6710.0,-8056.0,1694.0,-1694.0,1870.0,-1870.0,1.0
972,./corner_detector_dataset/images/josea_1664326353_7912495.jpg,-8590.0,-8760.0,-9238.0,-9472.0,680.0,-680.0,202.0,-202.0,0.0
1379,./corner_detector_dataset/images/javier_1664326616_537457.jpg,-4071.0,-4273.0,-4487.0,-4455.0,299.0,-299.0,85.0,-85.0,0.0
1213,./corner_detector_dataset/images/javier_1664326697_916952.jpg,-3041.0,-3069.0,-2653.0,-2635.0,-411.0,411.0,5.0,-5.0,0.0
19,./corner_detector_dataset/images/alex_1664325566_057419.jpg,-6750.0,-5512.0,-7490.0,-5808.0,518.0,-518.0,-1460.0,1460.0,1.0
1000,./corner_detector_dataset/images/alex_1664325563_3550851.jpg,-7842.0,-8730.0,-8054.0,-8822.0,152.0,-152.0,828.0,-828.0,0.0
250,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_3955255.jpg,-5773.0,-7451.0,-7653.0,-8665.0,1547.0,-1547.0,1345.0,-1345.0,1.0
1511,./corner_detector_dataset/images/alex_1664325710_4083085.jpg,-1777.0,-1509.0,-1467.0,-1041.0,-389.0,389.0,-347.0,347.0,0.0
2006,./corner_detector_dataset/images/javier_1664326513_2316604.jpg,-2916.0,-2846.0,-2948.0,-3126.0,156.0,-156.0,54.0,-54.0,0.0
846,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464873_0285668.jpg,-3903.0,-3353.0,-3873.0,-1857.0,-763.0,763.0,-1283.0,1283.0,1.0
1901,./corner_detector_dataset/images/josea_1664325528_1462128.jpg,-2590.0,-2878.0,-2618.0,-2910.0,30.0,-30.0,290.0,-290.0,0.0
1722,./corner_detector_dataset/images/javier_1664326739_5492485.jpg,-7110.0,-7632.0,-7534.0,-8012.0,402.0,-402.0,500.0,-500.0,0.0
748,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_9298294.jpg,-3871.0,-2417.0,-3225.0,-657.0,-1203.0,1203.0,-2011.0,2011.0,1.0
